resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24698,1034,847,3,63,20,12,12,12,0,52,52.004,5333287,41,16,01:30.9,233.404,1
24724,1035,847,3,63,15,18,18,18,0,51,\N,\N,50,17,01:31.4,232.01,11
24743,1036,847,3,63,18,17,17,17,0,65,\N,\N,37,15,01:22.5,203.119,11
24765,1037,847,3,63,15,\N,R,19,0,9,\N,\N,5,18,01:51.8,225.624,138
24780,1038,847,3,63,19,14,14,14,0,53,36.593,6462649,39,9,01:24.4,247.033,1
24797,1039,847,3,63,18,11,11,11,0,59,32.404,8407464,58,11,01:21.6,231.269,1
24824,1040,847,3,63,13,18,18,18,0,52,\N,\N,52,4,01:37.4,216.254,11
24846,1041,847,3,63,17,\N,R,20,0,12,\N,\N,6,20,01:34.5,196.06,4
24860,1042,847,3,63,14,14,14,14,0,65,\N,\N,62,13,01:20.9,207.101,11
24882,1043,847,3,63,13,\N,R,16,0,51,\N,\N,43,16,01:18.8,224.237,3
24902,1044,847,3,63,18,16,16,16,0,57,\N,\N,51,14,01:40.8,190.616,11
24918,1045,847,3,63,14,12,12,12,0,56,\N,\N,47,17,01:35.0,204.995,11
24935,1046,847,131,63,2,9,9,9,3,87,18.556,5493670,80,1,00:55.4,230.214,1
24961,1047,847,3,63,16,15,15,15,0,54,\N,\N,54,20,01:43.3,193.504,11
24639,1031,848,9,23,4,13,13,13,0,67,\N,\N,50,7,01:08.4,227.156,40
24650,1032,848,9,23,6,4,4,4,12,71,44.4,5015083,67,6,01:07.3,230.981,1
24671,1033,848,9,23,13,5,5,5,10,70,+1:18.316,5850789,68,5,01:19.4,198.534,1
24694,1034,848,9,23,12,8,8,8,4,52,32.67,5313953,52,2,01:28.7,239.123,1
24711,1035,848,9,23,9,5,5,5,10,52,39.146,4821139,46,3,01:29.5,237.017,1
24734,1036,848,9,23,6,8,8,8,4,65,\N,\N,41,11,01:22.2,203.883,11
24752,1037,848,9,23,5,6,6,6,8,44,42.712,5091473,27,12,01:48.7,231.886,1
24781,1038,848,9,23,9,15,15,15,0,53,37.533,6463589,48,15,01:24.9,245.564,1
24789,1039,848,9,23,4,3,3,3,15,59,8.064,8383124,51,3,01:20.0,235.909,1
24816,1040,848,9,23,15,10,10,10,1,53,+1:37.860,5738224,51,9,01:38.4,214.001,1
24843,1041,848,9,23,5,\N,R,17,0,23,\N,\N,9,18,01:32.3,200.723,21
24858,1042,848,9,23,6,12,12,12,0,65,\N,\N,61,5,01:19.9,209.673,11
24881,1043,848,9,23,6,15,15,15,0,63,57.284,5369714,63,3,01:16.2,231.991,1
24893,1044,848,9,23,4,7,7,7,6,58,46.484,6185797,54,5,01:39.1,193.915,1
24909,1045,848,9,23,4,3,3,3,15,57,8.005,10795520,41,10,01:33.7,207.967,1
24932,1046,848,9,23,12,6,6,6,8,87,13.842,5488956,52,8,00:57.1,223.548,1
24950,1047,848,9,23,5,4,4,4,12,55,19.987,5808632,42,4,01:41.2,197.52,1
24637,1031,849,3,6,20,11,11,11,0,71,31.65,5487389,63,16,01:09.7,223.146,1
24663,1032,849,3,6,18,17,17,17,0,69,\N,\N,68,17,01:08.8,225.922,12
24685,1033,849,3,6,15,19,19,19,0,65,\N,\N,64,19,01:21.2,194.236,15
24701,1034,849,3,6,18,15,15,15,0,52,54.549,5335832,44,14,01:30.5,234.335,1
24725,1035,849,3,6,18,19,19,19,0,51,\N,\N,48,5,01:30.0,235.77,11
24744,1036,849,3,6,19,18,18,18,0,64,\N,\N,60,9,01:22.0,204.291,12
24762,1037,849,3,6,19,16,16,16,0,44,+1:17.795,5126556,32,6,01:48.0,233.362,1
24777,1038,849,3,6,20,11,11,11,0,53,32.876,6458932,39,16,01:25.0,245.353,1
24801,1039,849,3,6,19,\N,R,15,0,6,\N,\N,6,14,02:11.4,143.736,4
24822,1040,849,3,6,20,16,16,16,0,52,\N,\N,47,18,01:41.0,208.352,11
24840,1041,849,3,6,18,14,14,14,0,60,54.449,5804090,39,13,01:31.4,202.816,1
24864,1042,849,3,6,20,18,18,18,0,64,\N,\N,53,19,01:21.9,204.629,12
24877,1043,849,3,6,19,11,11,11,0,63,27.135,5339565,37,14,01:18.7,224.499,1
24905,1044,849,3,6,0,\N,R,19,0,39,\N,\N,32,19,01:43.5,185.678,130
24920,1045,849,3,6,20,14,14,14,0,56,\N,\N,39,15,01:34.6,205.973,11
24944,1046,849,3,6,16,\N,R,18,0,52,\N,\N,29,18,00:58.2,219.132,5
24963,1047,849,3,6,18,17,17,17,0,54,\N,\N,49,16,01:42.5,195.073,11
24943,1046,850,210,51,20,17,17,17,0,87,36.858,5511972,56,17,00:57.7,220.892,1
24965,1047,850,210,51,17,19,19,19,0,53,\N,\N,50,8,01:41.7,196.588,12
24942,1046,851,3,89,17,16,16,16,0,87,33.674,5508788,56,15,00:57.4,222.24,1
